,angle,distance,energy
11,1.5707963267948966,2,[0.72838123]
12,1.5707963267948966,3,[0.72461894]
13,1.5707963267948966,4,[0.72106338]
14,1.5707963267948966,5,[0.71775575]
15,4.71238898038469,1,[0.7332511]
16,4.71238898038469,2,[0.72838123]
17,4.71238898038469,3,[0.72461894]
18,4.71238898038469,4,[0.72106338]
19,4.71238898038469,5,[0.71775575]
0,0.0,1,[0.71208968]
1,0.0,2,[0.70600018]
2,0.0,3,[0.70195626]
3,0.0,4,[0.69707464]
4,0.0,5,[0.69407952]
5,0.7853981633974483,1,[0.71425739]
6,0.7853981633974483,2,[0.71425739]
7,0.7853981633974483,3,[0.69936467]
8,0.7853981633974483,4,[0.69262786]
9,0.7853981633974483,5,[0.68697355]
10,1.5707963267948966,1,[0.72308551]
11,1.5707963267948966,2,[0.70389661]
12,1.5707963267948966,3,[0.69694926]
13,1.5707963267948966,4,[0.69220863]
14,1.5707963267948966,5,[0.68795668]
15,4.71238898038469,1,[0.72308551]
16,4.71238898038469,2,[0.70389661]
17,4.71238898038469,3,[0.69694926]
18,4.71238898038469,4,[0.69220863]
19,4.71238898038469,5,[0.68795668]
0,0.0,1,[0.26061633]
1,0.0,2,[0.22185323]
2,0.0,3,[0.21141614]
3,0.0,4,[0.2070992]
4,0.0,5,[0.20515619]
5,0.7853981633974483,1,[0.2393707]
6,0.7853981633974483,2,[0.2393707]
7,0.7853981633974483,3,[0.21302171]
8,0.7853981633974483,4,[0.20729001]
9,0.7853981633974483,5,[0.20529998]
10,1.5707963267948966,1,[0.24708187]
11,1.5707963267948966,2,[0.21845238]
12,1.5707963267948966,3,[0.21546064]
13,1.5707963267948966,4,[0.21389178]
14,1.5707963267948966,5,[0.21246553]
15,4.71238898038469,1,[0.24708187]
16,4.71238898038469,2,[0.21845238]
17,4.71238898038469,3,[0.21546064]
18,4.71238898038469,4,[0.21389178]
19,4.71238898038469,5,[0.21246553]
0,0.0,1,[0.69720537]
1,0.0,2,[0.69292065]
2,0.0,3,[0.69047632]
3,0.0,4,[0.68745504]
4,0.0,5,[0.68427415]
5,0.7853981633974483,1,[0.69794568]
6,0.7853981633974483,2,[0.69794568]
7,0.7853981633974483,3,[0.6888028]
8,0.7853981633974483,4,[0.68204683]
9,0.7853981633974483,5,[0.67595511]
10,1.5707963267948966,1,[0.69776212]
11,1.5707963267948966,2,[0.69282368]
12,1.5707963267948966,3,[0.69005176]
13,1.5707963267948966,4,[0.68715311]
14,1.5707963267948966,5,[0.68424903]
15,4.71238898038469,1,[0.69776212]
16,4.71238898038469,2,[0.69282368]
17,4.71238898038469,3,[0.69005176]
18,4.71238898038469,4,[0.68715311]
19,4.71238898038469,5,[0.68424903]
0,0.0,1,[0.42518775]
1,0.0,2,[0.41411256]
2,0.0,3,[0.41268477]
3,0.0,4,[0.4062839]
4,0.0,5,[0.40256688]
5,0.7853981633974483,1,[0.44918512]
6,0.7853981633974483,2,[0.44918512]
7,0.7853981633974483,3,[0.41223994]
8,0.7853981633974483,4,[0.39977821]
9,0.7853981633974483,5,[0.39404109]
10,1.5707963267948966,1,[0.44488534]
11,1.5707963267948966,2,[0.40541191]
12,1.5707963267948966,3,[0.3994334]
13,1.5707963267948966,4,[0.39563657]
14,1.5707963267948966,5,[0.39266327]
15,4.71238898038469,1,[0.44488534]
16,4.71238898038469,2,[0.40541191]
17,4.71238898038469,3,[0.3994334]
18,4.71238898038469,4,[0.39563657]
19,4.71238898038469,5,[0.39266327]
0,0.0,1,[0.30197121]
1,0.0,2,[0.25658307]
2,0.0,3,[0.23946508]
3,0.0,4,[0.2270016]
4,0.0,5,[0.21693541]
5,0.7853981633974483,1,[0.28189064]
6,0.7853981633974483,2,[0.28189064]
7,0.7853981633974483,3,[0.25707204]
8,0.7853981633974483,4,[0.23963633]
9,0.7853981633974483,5,[0.22798746]
10,1.5707963267948966,1,[0.29502493]
11,1.5707963267948966,2,[0.27359442]
12,1.5707963267948966,3,[0.26798399]
13,1.5707963267948966,4,[0.25956595]
14,1.5707963267948966,5,[0.25585011]
15,4.71238898038469,1,[0.29502493]
16,4.71238898038469,2,[0.27359442]
17,4.71238898038469,3,[0.26798399]
18,4.71238898038469,4,[0.25956595]
19,4.71238898038469,5,[0.25585011]
0,0.0,1,[0.73390477]
1,0.0,2,[0.72927803]
2,0.0,3,[0.72582604]
3,0.0,4,[0.72244267]
4,0.0,5,[0.71905571]
5,0.7853981633974483,1,[0.7318279]
6,0.7853981633974483,2,[0.7318279]
7,0.7853981633974483,3,[0.72341242]
8,0.7853981633974483,4,[0.71616532]
9,0.7853981633974483,5,[0.70925051]
10,1.5707963267948966,1,[0.73520686]
11,1.5707963267948966,2,[0.73022221]
12,1.5707963267948966,3,[0.72637426]
13,1.5707963267948966,4,[0.72287486]
14,1.5707963267948966,5,[0.71934918]
15,4.71238898038469,1,[0.73520686]
16,4.71238898038469,2,[0.73022221]
17,4.71238898038469,3,[0.72637426]
18,4.71238898038469,4,[0.72287486]
19,4.71238898038469,5,[0.71934918]
0,0.0,1,[0.75796209]
1,0.0,2,[0.75053361]
2,0.0,3,[0.74944988]
3,0.0,4,[0.74854151]
4,0.0,5,[0.74749382]
5,0.7853981633974483,1,[0.76176213]
6,0.7853981633974483,2,[0.76176213]
7,0.7853981633974483,3,[0.74987621]
8,0.7853981633974483,4,[0.74461561]
9,0.7853981633974483,5,[0.74041628]
10,1.5707963267948966,1,[0.76969515]
11,1.5707963267948966,2,[0.75453226]
12,1.5707963267948966,3,[0.74887138]
13,1.5707963267948966,4,[0.7456861]
14,1.5707963267948966,5,[0.7427327]
15,4.71238898038469,1,[0.76969515]
16,4.71238898038469,2,[0.75453226]
17,4.71238898038469,3,[0.74887138]
18,4.71238898038469,4,[0.7456861]
19,4.71238898038469,5,[0.7427327]
0,0.0,1,[0.16208994]
1,0.0,2,[0.14383522]
2,0.0,3,[0.13841586]
3,0.0,4,[0.13537214]
4,0.0,5,[0.13191741]
5,0.7853981633974483,1,[0.15444799]
6,0.7853981633974483,2,[0.15444799]
7,0.7853981633974483,3,[0.1486178]
8,0.7853981633974483,4,[0.14665262]
9,0.7853981633974483,5,[0.14309269]
10,1.5707963267948966,1,[0.16245074]
11,1.5707963267948966,2,[0.14537625]
12,1.5707963267948966,3,[0.14398613]
13,1.5707963267948966,4,[0.14291581]
14,1.5707963267948966,5,[0.1392553]
15,4.71238898038469,1,[0.16245074]
16,4.71238898038469,2,[0.14537625]
17,4.71238898038469,3,[0.14398613]
18,4.71238898038469,4,[0.14291581]
19,4.71238898038469,5,[0.1392553]
0,0.0,1,[0.45958023]
1,0.0,2,[0.45026946]
2,0.0,3,[0.44806688]
3,0.0,4,[0.44409465]
4,0.0,5,[0.44109314]
5,0.7853981633974483,1,[0.48423053]
6,0.7853981633974483,2,[0.48423053]
7,0.7853981633974483,3,[0.45100518]
8,0.7853981633974483,4,[0.44184166]
9,0.7853981633974483,5,[0.4362231]
10,1.5707963267948966,1,[0.48088715]
11,1.5707963267948966,2,[0.45186402]
12,1.5707963267948966,3,[0.44807479]
13,1.5707963267948966,4,[0.44460356]
14,1.5707963267948966,5,[0.44440348]
15,4.71238898038469,1,[0.48088715]
16,4.71238898038469,2,[0.45186402]
17,4.71238898038469,3,[0.44807479]
18,4.71238898038469,4,[0.44460356]
19,4.71238898038469,5,[0.44440348]
0,0.0,1,[0.42308098]
1,0.0,2,[0.4194957]
2,0.0,3,[0.41253083]
3,0.0,4,[0.40782908]
4,0.0,5,[0.40410399]
5,0.7853981633974483,1,[0.43024402]
6,0.7853981633974483,2,[0.43024402]
7,0.7853981633974483,3,[0.40938367]
8,0.7853981633974483,4,[0.40481161]
9,0.7853981633974483,5,[0.4014333]
10,1.5707963267948966,1,[0.46923712]
11,1.5707963267948966,2,[0.42237446]
12,1.5707963267948966,3,[0.40977607]
13,1.5707963267948966,4,[0.40431498]
14,1.5707963267948966,5,[0.40237885]
15,4.71238898038469,1,[0.46923712]
16,4.71238898038469,2,[0.42237446]
17,4.71238898038469,3,[0.40977607]
18,4.71238898038469,4,[0.40431498]
19,4.71238898038469,5,[0.40237885]
0,0.0,1,[0.16611066]
1,0.0,2,[0.13958445]
2,0.0,3,[0.12830303]
3,0.0,4,[0.12588452]
4,0.0,5,[0.12474253]
5,0.7853981633974483,1,[0.1391559]
6,0.7853981633974483,2,[0.1391559]
7,0.7853981633974483,3,[0.1231538]
8,0.7853981633974483,4,[0.11354661]
9,0.7853981633974483,5,[0.10758955]
10,1.5707963267948966,1,[0.14850308]
11,1.5707963267948966,2,[0.13081914]
12,1.5707963267948966,3,[0.12296165]
13,1.5707963267948966,4,[0.11569802]
14,1.5707963267948966,5,[0.11305151]
15,4.71238898038469,1,[0.14850308]
16,4.71238898038469,2,[0.13081914]
17,4.71238898038469,3,[0.12296165]
18,4.71238898038469,4,[0.11569802]
19,4.71238898038469,5,[0.11305151]
0,0.0,1,[0.42425131]
1,0.0,2,[0.41851329]
2,0.0,3,[0.41439715]
3,0.0,4,[0.4109808]
4,0.0,5,[0.40692945]
5,0.7853981633974483,1,[0.43568181]
6,0.7853981633974483,2,[0.43568181]
7,0.7853981633974483,3,[0.41415884]
8,0.7853981633974483,4,[0.40418605]
9,0.7853981633974483,5,[0.3965888]
10,1.5707963267948966,1,[0.43230836]
11,1.5707963267948966,2,[0.41903623]
12,1.5707963267948966,3,[0.41575268]
13,1.5707963267948966,4,[0.4116931]
14,1.5707963267948966,5,[0.40887842]
15,4.71238898038469,1,[0.43230836]
16,4.71238898038469,2,[0.41903623]
17,4.71238898038469,3,[0.41575268]
18,4.71238898038469,4,[0.4116931]
19,4.71238898038469,5,[0.40887842]
0,0.0,1,[0.38902239]
1,0.0,2,[0.38740092]
2,0.0,3,[0.38484493]
3,0.0,4,[0.38313182]
4,0.0,5,[0.38102076]
5,0.7853981633974483,1,[0.39562675]
6,0.7853981633974483,2,[0.39562675]
7,0.7853981633974483,3,[0.38249888]
8,0.7853981633974483,4,[0.38074316]
9,0.7853981633974483,5,[0.37918264]
10,1.5707963267948966,1,[0.42057006]
11,1.5707963267948966,2,[0.38766566]
12,1.5707963267948966,3,[0.38299118]
13,1.5707963267948966,4,[0.3808162]
14,1.5707963267948966,5,[0.38083955]
15,4.71238898038469,1,[0.42057006]
16,4.71238898038469,2,[0.38766566]
17,4.71238898038469,3,[0.38299118]
18,4.71238898038469,4,[0.3808162]
19,4.71238898038469,5,[0.38083955]
0,0.0,1,[0.09391871]
1,0.0,2,[0.08521715]
2,0.0,3,[0.08383072]
3,0.0,4,[0.08301849]
4,0.0,5,[0.08438975]
5,0.7853981633974483,1,[0.0869047]
6,0.7853981633974483,2,[0.0869047]
7,0.7853981633974483,3,[0.08532007]
8,0.7853981633974483,4,[0.08454149]
9,0.7853981633974483,5,[0.08266404]
10,1.5707963267948966,1,[0.0895708]
11,1.5707963267948966,2,[0.08410452]
12,1.5707963267948966,3,[0.08421941]
13,1.5707963267948966,4,[0.08311613]
14,1.5707963267948966,5,[0.08191808]
15,4.71238898038469,1,[0.0895708]
16,4.71238898038469,2,[0.08410452]
17,4.71238898038469,3,[0.08421941]
18,4.71238898038469,4,[0.08311613]
19,4.71238898038469,5,[0.08191808]
0,0.0,1,[0.31472979]
1,0.0,2,[0.31089403]
2,0.0,3,[0.30634875]
3,0.0,4,[0.30359501]
4,0.0,5,[0.29979904]
5,0.7853981633974483,1,[0.3314364]
6,0.7853981633974483,2,[0.3314364]
7,0.7853981633974483,3,[0.30851342]
8,0.7853981633974483,4,[0.29939347]
9,0.7853981633974483,5,[0.29219559]
10,1.5707963267948966,1,[0.32043867]
11,1.5707963267948966,2,[0.30989556]
12,1.5707963267948966,3,[0.30709154]
13,1.5707963267948966,4,[0.30358799]
14,1.5707963267948966,5,[0.30108486]
15,4.71238898038469,1,[0.32043867]
16,4.71238898038469,2,[0.30989556]
17,4.71238898038469,3,[0.30709154]
18,4.71238898038469,4,[0.30358799]
19,4.71238898038469,5,[0.30108486]
0,0.0,1,[0.25720472]
1,0.0,2,[0.26046386]
2,0.0,3,[0.25693669]
3,0.0,4,[0.25470609]
4,0.0,5,[0.2528599]
5,0.7853981633974483,1,[0.26590246]
6,0.7853981633974483,2,[0.26590246]
7,0.7853981633974483,3,[0.25434391]
8,0.7853981633974483,4,[0.25352914]
9,0.7853981633974483,5,[0.25327321]
10,1.5707963267948966,1,[0.27592527]
11,1.5707963267948966,2,[0.25523329]
12,1.5707963267948966,3,[0.25324871]
13,1.5707963267948966,4,[0.2521154]
14,1.5707963267948966,5,[0.25199718]
15,4.71238898038469,1,[0.27592527]
16,4.71238898038469,2,[0.25523329]
17,4.71238898038469,3,[0.25324871]
18,4.71238898038469,4,[0.2521154]
19,4.71238898038469,5,[0.25199718]
0,0.0,1,[0.09828696]
1,0.0,2,[0.08874838]
2,0.0,3,[0.08816571]
3,0.0,4,[0.08908708]
4,0.0,5,[0.09248471]
5,0.7853981633974483,1,[0.09273985]
6,0.7853981633974483,2,[0.09273985]
7,0.7853981633974483,3,[0.08715209]
8,0.7853981633974483,4,[0.08796544]
9,0.7853981633974483,5,[0.08880204]
10,1.5707963267948966,1,[0.09204508]
11,1.5707963267948966,2,[0.08975754]
12,1.5707963267948966,3,[0.09104985]
13,1.5707963267948966,4,[0.08941962]
14,1.5707963267948966,5,[0.08827555]
15,4.71238898038469,1,[0.09204508]
16,4.71238898038469,2,[0.08975754]
17,4.71238898038469,3,[0.09104985]
18,4.71238898038469,4,[0.08941962]
19,4.71238898038469,5,[0.08827555]
0,0.0,1,[0.44977792]
1,0.0,2,[0.44523446]
2,0.0,3,[0.44063119]
3,0.0,4,[0.43648137]
4,0.0,5,[0.43277037]
5,0.7853981633974483,1,[0.44977042]
6,0.7853981633974483,2,[0.44977042]
7,0.7853981633974483,3,[0.43723498]
8,0.7853981633974483,4,[0.42833531]
9,0.7853981633974483,5,[0.42028294]
10,1.5707963267948966,1,[0.45487065]
11,1.5707963267948966,2,[0.44624849]
12,1.5707963267948966,3,[0.44146649]
13,1.5707963267948966,4,[0.436444]
14,1.5707963267948966,5,[0.43270523]
15,4.71238898038469,1,[0.45487065]
16,4.71238898038469,2,[0.44624849]
17,4.71238898038469,3,[0.44146649]
18,4.71238898038469,4,[0.436444]
19,4.71238898038469,5,[0.43270523]
0,0.0,1,[0.23544327]
1,0.0,2,[0.23706613]
2,0.0,3,[0.23411533]
3,0.0,4,[0.23365312]
4,0.0,5,[0.23370375]
5,0.7853981633974483,1,[0.23592738]
6,0.7853981633974483,2,[0.23592738]
7,0.7853981633974483,3,[0.23410704]
8,0.7853981633974483,4,[0.23455794]
9,0.7853981633974483,5,[0.23417049]
10,1.5707963267948966,1,[0.26065275]
11,1.5707963267948966,2,[0.23753654]
12,1.5707963267948966,3,[0.23498256]
13,1.5707963267948966,4,[0.23448673]
14,1.5707963267948966,5,[0.23430395]
15,4.71238898038469,1,[0.26065275]
16,4.71238898038469,2,[0.23753654]
17,4.71238898038469,3,[0.23498256]
18,4.71238898038469,4,[0.23448673]
19,4.71238898038469,5,[0.23430395]
0,0.0,1,[0.27358658]
1,0.0,2,[0.24724847]
2,0.0,3,[0.24417235]
3,0.0,4,[0.24081777]
4,0.0,5,[0.23498485]
5,0.7853981633974483,1,[0.24692644]
6,0.7853981633974483,2,[0.24692644]
7,0.7853981633974483,3,[0.24704183]
8,0.7853981633974483,4,[0.24751263]
9,0.7853981633974483,5,[0.24200965]
10,1.5707963267948966,1,[0.24518047]
11,1.5707963267948966,2,[0.2429445]
12,1.5707963267948966,3,[0.24278166]
13,1.5707963267948966,4,[0.23699435]
14,1.5707963267948966,5,[0.23727009]
15,4.71238898038469,1,[0.24518047]
16,4.71238898038469,2,[0.2429445]
17,4.71238898038469,3,[0.24278166]
18,4.71238898038469,4,[0.23699435]
19,4.71238898038469,5,[0.23727009]
0,0.0,1,[0.71066083]
1,0.0,2,[0.70575599]
2,0.0,3,[0.70254684]
3,0.0,4,[0.69957438]
4,0.0,5,[0.69621664]
5,0.7853981633974483,1,[0.71083337]
6,0.7853981633974483,2,[0.71083337]
7,0.7853981633974483,3,[0.70135226]
8,0.7853981633974483,4,[0.69421529]
9,0.7853981633974483,5,[0.68804062]
10,1.5707963267948966,1,[0.71142365]
11,1.5707963267948966,2,[0.70592007]
12,1.5707963267948966,3,[0.70226927]
13,1.5707963267948966,4,[0.69929902]
14,1.5707963267948966,5,[0.69627945]
15,4.71238898038469,1,[0.71142365]
16,4.71238898038469,2,[0.70592007]
17,4.71238898038469,3,[0.70226927]
18,4.71238898038469,4,[0.69929902]
19,4.71238898038469,5,[0.69627945]
0,0.0,1,[0.62147537]
1,0.0,2,[0.60934433]
2,0.0,3,[0.60818812]
3,0.0,4,[0.60525622]
4,0.0,5,[0.60210452]
5,0.7853981633974483,1,[0.63073626]
6,0.7853981633974483,2,[0.63073626]
7,0.7853981633974483,3,[0.60717496]
8,0.7853981633974483,4,[0.59652303]
9,0.7853981633974483,5,[0.59206897]
10,1.5707963267948966,1,[0.63535359]
11,1.5707963267948966,2,[0.60705581]
12,1.5707963267948966,3,[0.59775595]
13,1.5707963267948966,4,[0.59441039]
14,1.5707963267948966,5,[0.59417408]
15,4.71238898038469,1,[0.63535359]
16,4.71238898038469,2,[0.60705581]
17,4.71238898038469,3,[0.59775595]
18,4.71238898038469,4,[0.59441039]
19,4.71238898038469,5,[0.59417408]
0,0.0,1,[0.25477241]
1,0.0,2,[0.21423944]
2,0.0,3,[0.19821274]
3,0.0,4,[0.19140728]
4,0.0,5,[0.18539998]
5,0.7853981633974483,1,[0.22352293]
6,0.7853981633974483,2,[0.22352293]
7,0.7853981633974483,3,[0.20263149]
8,0.7853981633974483,4,[0.19668252]
9,0.7853981633974483,5,[0.20024277]
10,1.5707963267948966,1,[0.23207447]
11,1.5707963267948966,2,[0.20313515]
12,1.5707963267948966,3,[0.19158477]
13,1.5707963267948966,4,[0.18651657]
14,1.5707963267948966,5,[0.18082702]
15,4.71238898038469,1,[0.23207447]
16,4.71238898038469,2,[0.20313515]
17,4.71238898038469,3,[0.19158477]
18,4.71238898038469,4,[0.18651657]
19,4.71238898038469,5,[0.18082702]
0,0.0,1,[0.7092386]
1,0.0,2,[0.70277852]
2,0.0,3,[0.69916886]
3,0.0,4,[0.69597794]
4,0.0,5,[0.69283699]
5,0.7853981633974483,1,[0.70831369]
6,0.7853981633974483,2,[0.70831369]
7,0.7853981633974483,3,[0.69897453]
8,0.7853981633974483,4,[0.69191807]
9,0.7853981633974483,5,[0.6853353]
10,1.5707963267948966,1,[0.71138567]
11,1.5707963267948966,2,[0.70406773]
12,1.5707963267948966,3,[0.69985481]
13,1.5707963267948966,4,[0.69665825]
14,1.5707963267948966,5,[0.69373661]
15,4.71238898038469,1,[0.71138567]
16,4.71238898038469,2,[0.70406773]
17,4.71238898038469,3,[0.69985481]
18,4.71238898038469,4,[0.69665825]
19,4.71238898038469,5,[0.69373661]
0,0.0,1,[0.52162441]
1,0.0,2,[0.49043545]
2,0.0,3,[0.48633027]
3,0.0,4,[0.48546998]
4,0.0,5,[0.48537133]
5,0.7853981633974483,1,[0.52783047]
6,0.7853981633974483,2,[0.52783047]
7,0.7853981633974483,3,[0.49527499]
8,0.7853981633974483,4,[0.48564569]
9,0.7853981633974483,5,[0.4806627]
10,1.5707963267948966,1,[0.55193103]
11,1.5707963267948966,2,[0.50985206]
12,1.5707963267948966,3,[0.4923013]
13,1.5707963267948966,4,[0.48526638]
14,1.5707963267948966,5,[0.48103664]
15,4.71238898038469,1,[0.55193103]
16,4.71238898038469,2,[0.50985206]
17,4.71238898038469,3,[0.4923013]
18,4.71238898038469,4,[0.48526638]
19,4.71238898038469,5,[0.48103664]
0,0.0,1,[0.14062245]
1,0.0,2,[0.13115461]
2,0.0,3,[0.12777321]
3,0.0,4,[0.12489014]
4,0.0,5,[0.11832323]
5,0.7853981633974483,1,[0.13830826]
6,0.7853981633974483,2,[0.13830826]
7,0.7853981633974483,3,[0.13295509]
8,0.7853981633974483,4,[0.13266966]
9,0.7853981633974483,5,[0.12966598]
10,1.5707963267948966,1,[0.13816653]
11,1.5707963267948966,2,[0.12934095]
12,1.5707963267948966,3,[0.12630195]
13,1.5707963267948966,4,[0.12082929]
14,1.5707963267948966,5,[0.1162082]
15,4.71238898038469,1,[0.13816653]
16,4.71238898038469,2,[0.12934095]
17,4.71238898038469,3,[0.12630195]
18,4.71238898038469,4,[0.12082929]
19,4.71238898038469,5,[0.1162082]
0,0.0,1,[0.39554673]
1,0.0,2,[0.38776749]
2,0.0,3,[0.38367532]
3,0.0,4,[0.37933168]
4,0.0,5,[0.37451051]
5,0.7853981633974483,1,[0.40818564]
6,0.7853981633974483,2,[0.40818564]
7,0.7853981633974483,3,[0.38487239]
8,0.7853981633974483,4,[0.37413986]
9,0.7853981633974483,5,[0.36597828]
10,1.5707963267948966,1,[0.40346806]
11,1.5707963267948966,2,[0.38952717]
12,1.5707963267948966,3,[0.38591045]
13,1.5707963267948966,4,[0.38266687]
14,1.5707963267948966,5,[0.37872948]
15,4.71238898038469,1,[0.40346806]
16,4.71238898038469,2,[0.38952717]
17,4.71238898038469,3,[0.38591045]
18,4.71238898038469,4,[0.38266687]
19,4.71238898038469,5,[0.37872948]
0,0.0,1,[0.40866737]
1,0.0,2,[0.40830787]
2,0.0,3,[0.40671756]
3,0.0,4,[0.40457724]
4,0.0,5,[0.40257497]
5,0.7853981633974483,1,[0.42209511]
6,0.7853981633974483,2,[0.42209511]
7,0.7853981633974483,3,[0.40664898]
8,0.7853981633974483,4,[0.40516006]
9,0.7853981633974483,5,[0.40512766]
10,1.5707963267948966,1,[0.4503527]
11,1.5707963267948966,2,[0.41119294]
12,1.5707963267948966,3,[0.40595311]
13,1.5707963267948966,4,[0.40482187]
14,1.5707963267948966,5,[0.40416323]
15,4.71238898038469,1,[0.4503527]
16,4.71238898038469,2,[0.41119294]
17,4.71238898038469,3,[0.40595311]
18,4.71238898038469,4,[0.40482187]
19,4.71238898038469,5,[0.40416323]
0,0.0,1,[0.21040635]
1,0.0,2,[0.17535468]
2,0.0,3,[0.1611115]
3,0.0,4,[0.14951863]
4,0.0,5,[0.14080424]
5,0.7853981633974483,1,[0.21221241]
6,0.7853981633974483,2,[0.21221241]
7,0.7853981633974483,3,[0.19840635]
8,0.7853981633974483,4,[0.18810462]
9,0.7853981633974483,5,[0.18403112]
10,1.5707963267948966,1,[0.22595491]
11,1.5707963267948966,2,[0.2041082]
12,1.5707963267948966,3,[0.19269218]
13,1.5707963267948966,4,[0.18464828]
14,1.5707963267948966,5,[0.1749026]
15,4.71238898038469,1,[0.22595491]
16,4.71238898038469,2,[0.2041082]
17,4.71238898038469,3,[0.19269218]
18,4.71238898038469,4,[0.18464828]
19,4.71238898038469,5,[0.1749026]
0,0.0,1,[0.7378755]
1,0.0,2,[0.73411566]
2,0.0,3,[0.73184602]
3,0.0,4,[0.72922739]
4,0.0,5,[0.72671973]
5,0.7853981633974483,1,[0.73684763]
6,0.7853981633974483,2,[0.73684763]
7,0.7853981633974483,3,[0.73025953]
8,0.7853981633974483,4,[0.7249159]
9,0.7853981633974483,5,[0.71936099]
10,1.5707963267948966,1,[0.7393892]
11,1.5707963267948966,2,[0.73517202]
12,1.5707963267948966,3,[0.73238876]
13,1.5707963267948966,4,[0.72968788]
14,1.5707963267948966,5,[0.72693516]
15,4.71238898038469,1,[0.7393892]
16,4.71238898038469,2,[0.73517202]
17,4.71238898038469,3,[0.73238876]
18,4.71238898038469,4,[0.72968788]
19,4.71238898038469,5,[0.72693516]
0,0.0,1,[0.44249718]
1,0.0,2,[0.42480294]
2,0.0,3,[0.42591462]
3,0.0,4,[0.42592693]
4,0.0,5,[0.42728704]
5,0.7853981633974483,1,[0.45166921]
6,0.7853981633974483,2,[0.45166921]
7,0.7853981633974483,3,[0.42994296]
8,0.7853981633974483,4,[0.42526639]
9,0.7853981633974483,5,[0.41916789]
10,1.5707963267948966,1,[0.47819093]
11,1.5707963267948966,2,[0.44321326]
12,1.5707963267948966,3,[0.43170164]
13,1.5707963267948966,4,[0.42670244]
14,1.5707963267948966,5,[0.42248547]
15,4.71238898038469,1,[0.47819093]
16,4.71238898038469,2,[0.44321326]
17,4.71238898038469,3,[0.43170164]
18,4.71238898038469,4,[0.42670244]
19,4.71238898038469,5,[0.42248547]
0,0.0,1,[0.24004421]
1,0.0,2,[0.20757728]
2,0.0,3,[0.19338423]
3,0.0,4,[0.18470915]
4,0.0,5,[0.18013774]
5,0.7853981633974483,1,[0.21916864]
6,0.7853981633974483,2,[0.21916864]
7,0.7853981633974483,3,[0.19796678]
8,0.7853981633974483,4,[0.17522175]
9,0.7853981633974483,5,[0.1729817]
10,1.5707963267948966,1,[0.23773418]
11,1.5707963267948966,2,[0.21013855]
12,1.5707963267948966,3,[0.19772082]
13,1.5707963267948966,4,[0.18925741]
14,1.5707963267948966,5,[0.17843563]
15,4.71238898038469,1,[0.23773418]
16,4.71238898038469,2,[0.21013855]
17,4.71238898038469,3,[0.19772082]
18,4.71238898038469,4,[0.18925741]
19,4.71238898038469,5,[0.17843563]
0,0.0,1,[0.72223714]
1,0.0,2,[0.71652222]
2,0.0,3,[0.71328692]
3,0.0,4,[0.71004678]
4,0.0,5,[0.70665788]
5,0.7853981633974483,1,[0.72158025]
6,0.7853981633974483,2,[0.72158025]
7,0.7853981633974483,3,[0.71148172]
8,0.7853981633974483,4,[0.70384613]
9,0.7853981633974483,5,[0.69742804]
10,1.5707963267948966,1,[0.7215524]
11,1.5707963267948966,2,[0.71661514]
12,1.5707963267948966,3,[0.71315424]
13,1.5707963267948966,4,[0.70962005]
14,1.5707963267948966,5,[0.70653191]
15,4.71238898038469,1,[0.7215524]
16,4.71238898038469,2,[0.71661514]
17,4.71238898038469,3,[0.71315424]
18,4.71238898038469,4,[0.70962005]
19,4.71238898038469,5,[0.70653191]
0,0.0,1,[0.61092262]
1,0.0,2,[0.597327]
2,0.0,3,[0.59473705]
3,0.0,4,[0.59211114]
4,0.0,5,[0.58944343]
5,0.7853981633974483,1,[0.62148794]
6,0.7853981633974483,2,[0.62148794]
7,0.7853981633974483,3,[0.59534633]
8,0.7853981633974483,4,[0.58354979]
9,0.7853981633974483,5,[0.57584617]
10,1.5707963267948966,1,[0.61927552]
11,1.5707963267948966,2,[0.59157345]
12,1.5707963267948966,3,[0.58289012]
13,1.5707963267948966,4,[0.57812602]
14,1.5707963267948966,5,[0.57387088]
15,4.71238898038469,1,[0.61927552]
16,4.71238898038469,2,[0.59157345]
17,4.71238898038469,3,[0.58289012]
18,4.71238898038469,4,[0.57812602]
19,4.71238898038469,5,[0.57387088]
0,0.0,1,[0.20096141]
1,0.0,2,[0.16337488]
2,0.0,3,[0.14587628]
3,0.0,4,[0.13406078]
4,0.0,5,[0.13657606]
5,0.7853981633974483,1,[0.18362304]
6,0.7853981633974483,2,[0.18362304]
7,0.7853981633974483,3,[0.15169712]
8,0.7853981633974483,4,[0.13501698]
9,0.7853981633974483,5,[0.13465777]
10,1.5707963267948966,1,[0.22232468]
11,1.5707963267948966,2,[0.18944687]
12,1.5707963267948966,3,[0.17419458]
13,1.5707963267948966,4,[0.16254673]
14,1.5707963267948966,5,[0.1540907]
15,4.71238898038469,1,[0.22232468]
16,4.71238898038469,2,[0.18944687]
17,4.71238898038469,3,[0.17419458]
18,4.71238898038469,4,[0.16254673]
19,4.71238898038469,5,[0.1540907]
0,0.0,1,[0.7234556]
1,0.0,2,[0.71809812]
2,0.0,3,[0.71431121]
3,0.0,4,[0.71063336]
4,0.0,5,[0.70717481]
5,0.7853981633974483,1,[0.72275353]
6,0.7853981633974483,2,[0.72275353]
7,0.7853981633974483,3,[0.713475]
